Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Weighted-mean MO in tract superior longitudinal fasciculus (left),25563,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.220715073304031,-0.0393369719018068,,,continuous-25563-both_sexes--irnt
Weighted-mean ISOVF in tract uncinate fasciculus (right),25730,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.220909482185944,0.0314171039538242,,,continuous-25730-both_sexes--irnt
O03 Spontaneous abortion,132168,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,3174,150173,0.22119280504188,0.0367484730374522,,,icd_first_occurrence-132168-both_sexes--
Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),25654,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.221230268142228,-0.0281097297639642,,,continuous-25654-both_sexes--irnt
K61 Abscess of anal and rectal regions,131644,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1642,279943,0.222604890541453,0.0414449815759164,,,icd_first_occurrence-131644-both_sexes--
Mean ISOVF in superior corona radiata on FA skeleton (left),25465,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.222729244443637,0.0381832696558164,,,continuous-25465-both_sexes--irnt
Mean MD in posterior thalamic radiation on FA skeleton (left),25133,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.223474530622068,0.0376718081359541,,,continuous-25133-both_sexes--irnt
Recent poor appetite or overeating,20511,continuous,,Online follow-up > Mental health > Depression,,93231,,0.224405217354072,0.00759391709219781,,,continuous-20511-both_sexes--
Malignant melanoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2129,279414,0.224688939879825,0.041174769239499,,,categorical-20001-both_sexes-1059-
H10 Conjunctivitis,131142,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,13336,268249,0.224805751051149,-0.0105502106398071,,,icd_first_occurrence-131142-both_sexes--
Mean ICVF in pontine crossing tract on FA skeleton,25345,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.22481358272996,0.039220823565288,,,continuous-25345-both_sexes--irnt
Mean ISOVF in medial lemniscus on FA skeleton (right),25448,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.225133651589127,0.039146835083639,,,continuous-25448-both_sexes--irnt
Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),25452,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.225509315009517,-0.0382657437519159,,,continuous-25452-both_sexes--irnt
Maximum carotid IMT (intima-medial thickness) at 240 degrees ,22681,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18561,,0.225726426122374,-0.0164580071329967,,,continuous-22681-both_sexes--irnt
Mean L3 in posterior corona radiata on FA skeleton (left),25323,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.2258409574656,0.0370263654113683,,,continuous-25323-both_sexes--irnt
Volume of grey matter in Caudate (left),25880,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.225862218206307,0.0136811274908869,,,continuous-25880-both_sexes--irnt
Calcium,100024,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.226695719721699,-0.0178442664276063,,,continuous-100024-both_sexes--irnt
Mean L3 in superior longitudinal fasciculus on FA skeleton (left),25337,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.226952904184853,0.037891285702779,,,continuous-25337-both_sexes--irnt
J18.3 Total cholecystectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8222,273364,0.227987137656812,0.0383811057059263,,,categorical-41200-both_sexes-J183-
P23.2 Anterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2368,150980,0.228736056111725,0.0571192613224237,,,categorical-41200-both_sexes-P232-
Bone surgery/joint surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2254,279289,0.229898695443076,0.0304104869929031,,,categorical-20004-both_sexes-1296-
Weighted-mean ICVF in tract superior thalamic radiation (left),25673,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.230316012942807,-0.0328029791106261,,,continuous-25673-both_sexes--irnt
K83 Other diseases of biliary tract,131680,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1875,279710,0.231367552741185,0.0644971537415101,,,icd_first_occurrence-131680-both_sexes--
Mean MO in posterior limb of internal capsule on FA skeleton (left),25171,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.231579948570994,0.0389005957006119,,,continuous-25171-both_sexes--irnt
W82.2 Endoscopic resection of semilunar cartilage NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8322,273264,0.232185747945917,-0.0415388654745711,,,categorical-41200-both_sexes-W822-
Platelet crit,30090,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.232218865694182,0.00382732654326112,,,continuous-30090-both_sexes--irnt
M62 Other disorders of muscle,131934,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2407,279178,0.232230472185034,0.0280990388585178,,,icd_first_occurrence-131934-both_sexes--
Whole body fat mass,23100,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276275,,0.232598766605169,0.00280217311197115,,,continuous-23100-both_sexes--irnt
Weighted-mean MO in tract posterior thalamic radiation (right),25562,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.233135405206552,-0.0385583780040058,,,continuous-25562-both_sexes--irnt
H01 Other inflammation of eyelid,131130,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,2805,278780,0.233819969781549,0.0302859750851167,,,icd_first_occurrence-131130-both_sexes--
Throat/larynx surgery (incl tracheostomy),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1681,279862,0.234621756655842,0.0639987809668194,,,categorical-20004-both_sexes-1129-
Mean MD in anterior corona radiata on FA skeleton (left),25127,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.23486367557864,0.0354817000728767,,,continuous-25127-both_sexes--irnt
U35.4 Computed tomography of pulmonary arteries,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1711,279875,0.236841158705263,0.0637621169800659,,,categorical-41200-both_sexes-U354-
Weighted-mean MD in tract uncinate fasciculus (left),25540,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.236890961188501,0.024147552971003,,,continuous-25540-both_sexes--irnt
QRS duration,12340,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,18166,,0.237518657648987,-0.0194666802004237,,,continuous-12340-both_sexes--irnt
Mean L2 in anterior corona radiata on FA skeleton (right),25270,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.237605873866699,0.0327521477368182,,,continuous-25270-both_sexes--irnt
Knee replacement/revision,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3454,278089,0.238348965245611,0.0604231580238394,,,categorical-20004-both_sexes-1319-
Mean MO in cingulum cingulate gyrus on FA skeleton (right),25186,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.239302238302043,-0.0380542436835086,,,continuous-25186-both_sexes--irnt
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2353,279233,0.239507609421509,0.0289780032830412,,,categorical-41210-both_sexes-H259-
Weighted-mean MD in tract inferior longitudinal fasciculus (right),25530,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.239543495392091,0.0195661432710894,,,continuous-25530-both_sexes--irnt
Mean L3 in splenium of corpus callosum on FA skeleton,25300,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.239919957865385,0.028134415353677,,,continuous-25300-both_sexes--irnt
L03 Cellulitis,131702,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,16258,265327,0.241151920902873,-0.0311067817930955,,,icd_first_occurrence-131702-both_sexes--
Mean ICVF in posterior corona radiata on FA skeleton (left),25371,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.241171911923354,-0.0302220653695685,,,continuous-25371-both_sexes--irnt
B27 Infectious mononucleosis,130218,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1990,279595,0.241406257875739,0.0372172557296086,,,icd_first_occurrence-130218-both_sexes--
Mean MO in cerebral peduncle on FA skeleton (left),25167,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.241725552854828,-0.0376549892162898,,,continuous-25167-both_sexes--irnt
Mean ISOVF in anterior corona radiata on FA skeleton (left),25463,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.242828539787047,0.0367208626338741,,,continuous-25463-both_sexes--irnt
N13 Obstructive and reflux uropathy,132022,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2431,279154,0.243156724599604,0.0264970444149198,,,icd_first_occurrence-132022-both_sexes--
Weighted-mean MD in tract inferior longitudinal fasciculus (left),25529,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.243876018721142,0.0286060857607661,,,continuous-25529-both_sexes--irnt
Weighted-mean ISOVF in tract forceps major,25714,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.244368798811772,-0.038343733117335,,,continuous-25714-both_sexes--irnt
Mean L3 in anterior corona radiata on FA skeleton (right),25318,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.244835428108955,0.0347519349000196,,,continuous-25318-both_sexes--irnt
K81 Cholecystitis,131676,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2896,278689,0.247183971573009,0.0260836411748546,,,icd_first_occurrence-131676-both_sexes--
Mean ISOVF in posterior thalamic radiation on FA skeleton (right),25468,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.247636478141148,0.00110832314835421,,,continuous-25468-both_sexes--irnt
K12 Stomatitis and related lesions,131576,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1978,279607,0.247799281044817,0.0607437464715352,,,icd_first_occurrence-131576-both_sexes--
Energy,100002,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.248541221638549,-0.0167411667530566,,,continuous-100002-both_sexes--irnt
Mean OD in fornix cres+stria terminalis on FA skeleton (right),25430,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.248760694189109,-0.0361328118132396,,,continuous-25430-both_sexes--irnt
E04 Other non-toxic goitre,130698,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,2623,278962,0.2488073447966,0.0371555600582411,,,icd_first_occurrence-130698-both_sexes--
"H93 Other disorders of ear, not elsewhere classified",131264,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,8240,273345,0.249486049544413,0.0218374533268649,,,icd_first_occurrence-131264-both_sexes--
Mean L2 in inferior cerebellar peduncle on FA skeleton (right),25258,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.250029243611871,0.0357545467705607,,,continuous-25258-both_sexes--irnt
Mean MD in posterior corona radiata on FA skeleton (left),25131,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.250828192160166,0.0356332595699044,,,continuous-25131-both_sexes--irnt
Mean MD in genu of corpus callosum on FA skeleton,25106,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.250900806037264,0.0349403766608174,,,continuous-25106-both_sexes--irnt
"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",25812,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.251009818177428,0.0363245293437168,,,continuous-25812-both_sexes--irnt
Vitamin b compound tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1988,279555,0.251470426536052,0.0595236166434138,,,categorical-20003-both_sexes-1140871024-
U05.1 Computed tomography of head,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2532,279054,0.251533039742177,0.0244314462563277,,,categorical-41210-both_sexes-U051-
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,4693,276306,0.251827115963901,0.0323533583271821,,,categorical-6152-both_sexes-6-
I95 Hypotension,131416,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5818,275767,0.252528475123132,0.0200350498332382,,,icd_first_occurrence-131416-both_sexes--
Mean ICVF in posterior corona radiata on FA skeleton (right),25370,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.253032786519772,-0.0172949388954684,,,continuous-25370-both_sexes--irnt
