Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
I71 Aortic aneurysm and dissection,131382,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1566,280019,0.362906086683387,-0.0407007815814315,,,icd_first_occurrence-131382-both_sexes--
Creatinine (enzymatic) in urine,30510,continuous,,Biological samples > Assay results > Urine assays,,273582,,0.363151396274582,-0.000265265914146271,,,continuous-30510-both_sexes--irnt
Mean L3 in cerebral peduncle on FA skeleton (left),25311,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.363168594858168,0.0124849750326813,,,continuous-25311-both_sexes--irnt
Monocyte percentage,30190,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.363508189223238,-0.00253972677309951,,,continuous-30190-both_sexes--irnt
Y90.3 Scanning NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1952,279634,0.363916451859701,0.0136320865982346,,,categorical-41210-both_sexes-Y903-
T20.2 Primary repair of inguinal hernia using insert of prosthetic material,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8312,119926,0.364345605674919,0.0116813926283684,,,categorical-41200-both_sexes-T202-
"Systolic blood pressure, automated reading",4080,continuous,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,266294,,0.364932224687094,0.00170078662977029,,,continuous-4080-both_sexes--irnt
Mean L1 in tapetum on FA skeleton (left),25247,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.366216827664866,0.0123182963037463,,,continuous-25247-both_sexes--irnt
Y82.9 Unspecified local anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7654,273932,0.366945912347694,-0.0130940919390884,,,categorical-41210-both_sexes-Y829-
Methotrexate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1520,280023,0.368140165198422,-0.0403767751200893,,,categorical-20003-both_sexes-1140869848-
Mean L1 in sagittal stratum on FA skeleton (left),25231,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.368182712028884,0.0121609297353366,,,continuous-25231-both_sexes--irnt
Volume of grey matter in VIIIa Cerebellum (right),25911,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.36855204668006,0.00498505818357608,,,continuous-25911-both_sexes--irnt
Mean L3 in cerebral peduncle on FA skeleton (right),25310,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.369810563449126,0.0123450954996494,,,continuous-25310-both_sexes--irnt
Mean ISOVF in corticospinal tract on FA skeleton (right),25446,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.36983192154352,0.00373893130818961,,,continuous-25446-both_sexes--irnt
Recent inability to stop or control worrying,20509,continuous,,Online follow-up > Mental health > Anxiety,,92989,,0.373118333584132,-0.00316490158858882,,,continuous-20509-both_sexes--
Cholelithiasis/gall stones,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4682,276861,0.37351439547783,-0.0230152857088708,,,categorical-20002-both_sexes-1162-
"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",25804,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.374023035710472,-0.0111857779062888,,,continuous-25804-both_sexes--irnt
J45 Asthma,131494,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,37874,243711,0.374166253214135,-0.00446490298513628,,,icd_first_occurrence-131494-both_sexes--
Hip replacement/revision,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4321,277222,0.374178139929776,-0.00244050753612408,,,categorical-20004-both_sexes-1318-
Q35.2 Endoscopic bilateral clipping of fallopian tubes,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1452,151896,0.375087186124481,-0.0412551234464785,,,categorical-41200-both_sexes-Q352-
"ECG, heart rate",5983,continuous,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,53138,,0.376009625470342,0.00618684352967208,,,continuous-5983-both_sexes--irnt
Pulse rate (during blood-pressure measurement),95,continuous,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,22896,,0.376399191477241,0.00691534046090051,,,continuous-95-both_sexes--irnt
Volume of grey matter in Superior Frontal Gyrus (right),25787,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.377206122870466,-0.0113212275310508,,,continuous-25787-both_sexes--irnt
H20 Iridocyclitis,131158,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1493,280092,0.378203648051321,-0.0403366944281613,,,icd_first_occurrence-131158-both_sexes--
Mean OD in pontine crossing tract on FA skeleton,25393,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.378306391077627,-0.0116558654218414,,,continuous-25393-both_sexes--irnt
J44 Other chronic obstructive pulmonary disease,131492,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,8847,272738,0.379017433277597,-0.0170397149849192,,,icd_first_occurrence-131492-both_sexes--
Weighted-mean ISOVF in tract acoustic radiation (right),25705,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.379454021130934,-0.0124625923320506,,,continuous-25705-both_sexes--irnt
Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),25194,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.382502728617528,-0.0125286711936202,,,continuous-25194-both_sexes--irnt
K63.4 Coronary arteriography using two catheters,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4843,276743,0.382687012752315,-0.0228635906997422,,,categorical-41200-both_sexes-K634-
Hand grip strength (left),46,continuous,,UK Biobank Assessment Centre > Physical measures > Hand grip strength,,280359,,0.383291471118505,0.000639198659322006,,,continuous-46-both_sexes--irnt
M47.8 Other specified urethral catheterisation of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1460,280126,0.383869088647117,-0.0403847750040806,,,categorical-41200-both_sexes-M478-
Y80.3 Inhalation anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1477,280109,0.384484051237687,-0.0413975808367106,,,categorical-41210-both_sexes-Y803-
Arm fat mass (left),23124,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276590,,0.385434518565923,-0.00279019127510013,,,continuous-23124-both_sexes--irnt
Mean FA in retrolenticular part of internal capsule on FA skeleton (left),25077,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.386006288739831,0.0123010639282136,,,continuous-25077-both_sexes--irnt
M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1475,280111,0.386396938319483,-0.0403880185374166,,,categorical-41200-both_sexes-M451-
Arthroscopy nos,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,6225,275318,0.387823605470825,0.0183793078750853,,,categorical-20004-both_sexes-1493-
P23.3 Posterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1423,151925,0.388185258213129,-0.0405357316602466,,,categorical-41200-both_sexes-P233-
Codeine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1427,280116,0.388667655085066,-0.0403774972501037,,,categorical-20003-both_sexes-1140884444-
O80 Single spontaneous delivery,132276,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,8622,144725,0.388955299655306,-0.016876896165778,,,icd_first_occurrence-132276-both_sexes--
Sitting height,20015,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.389433717392995,0.00206198495609578,,,continuous-20015-both_sexes--irnt
G45 Transient cerebral ischaemic attacks and related syndromes,131056,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,4669,276916,0.390066878863786,-0.0226864935085659,,,icd_first_occurrence-131056-both_sexes--
M15 Polyarthrosis,131868,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5968,275617,0.390410696719884,-0.0199474768509013,,,icd_first_occurrence-131868-both_sexes--
"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",25805,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.391157577828566,-0.010994861716531,,,continuous-25805-both_sexes--irnt
Platelet distribution width,30110,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.393289072930238,0.00298354264974088,,,continuous-30110-both_sexes--irnt
Endometrial ablation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1424,151904,0.393357014187851,-0.0405583941730413,,,categorical-20004-both_sexes-1360-
"N85 Other noninflammatory disorders of uterus, except cervix",132132,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,4260,149087,0.393452123344347,0.0197950244248877,,,icd_first_occurrence-132132-both_sexes--
J01 Acute sinusitis,131426,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,14267,267318,0.393470442498738,-0.00520997649038912,,,icd_first_occurrence-131426-both_sexes--
H11 Other disorders of conjunctiva,131144,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,4611,276974,0.394630357023985,-0.0224897617655382,,,icd_first_occurrence-131144-both_sexes--
Mean MO in fornix cres+stria terminalis on FA skeleton (left),25191,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.395948560303781,0.00616093817557207,,,continuous-25191-both_sexes--irnt
Protein,100003,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.396281201397014,-0.00662441793830768,,,continuous-100003-both_sexes--irnt
G81 Hemiplegia,131102,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1403,280182,0.396885254657798,-0.0403648982703933,,,icd_first_occurrence-131102-both_sexes--
Weighted-mean OD in tract posterior thalamic radiation (right),25697,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.397059261414372,0.0116504055648821,,,continuous-25697-both_sexes--irnt
H91 Other hearing loss,131260,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,7392,274193,0.397442104000957,-0.0176179951045502,,,icd_first_occurrence-131260-both_sexes--
Glycated haemoglobin (HbA1c),30750,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268753,,0.398075971634562,-0.00205510368433956,,,continuous-30750-both_sexes--irnt
Weighted-mean MO in tract superior longitudinal fasciculus (left),25563,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.398911484899971,0.0119178839213898,,,continuous-25563-both_sexes--irnt
Bendrofluazide,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1459,280084,0.399089853797747,-0.0404236926968182,,,categorical-20003-both_sexes-1140866122-
X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1453,280133,0.400486332448325,0.0155551169472574,,,categorical-41210-both_sexes-X722-
Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),25452,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.400741094752961,-0.0118947328545888,,,continuous-25452-both_sexes--irnt
Cardiac output during PWA,12682,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,16921,,0.401251574865241,0.0100430036987936,,,continuous-12682-both_sexes--irnt
Volume of grey matter in Postcentral Gyrus (left),25814,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.401541393099307,-0.0108127915488442,,,continuous-25814-both_sexes--irnt
Chondroitin product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3581,277962,0.402581732648021,0.00614102773569517,,,categorical-20003-both_sexes-1187-
Y82.1 Local anaesthetic nerve block,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1387,280199,0.402994729926691,-0.0403356341041301,,,categorical-41210-both_sexes-Y821-
Paracetamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,52127,229416,0.403265423884123,0.00478522358162468,,,categorical-20003-both_sexes-2038460150-
Mean L3 in posterior thalamic radiation on FA skeleton (left),25325,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.404888699593395,-0.00447630095799681,,,continuous-25325-both_sexes--irnt
Volume of grey matter,25006,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.405722986110109,-0.0092040525731251,,,continuous-25006-both_sexes--irnt
Urate,30880,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268235,,0.405745505282205,-0.000970511770546222,,,continuous-30880-both_sexes--irnt
Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left),25475,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.405997925395146,-0.00473453408987161,,,continuous-25475-both_sexes--irnt
