Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
"N83 Noninflammatory disorders of ovary, fallopian tube and broad ligament",132128,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7031,146316,0.625268021919787,-0.0418996591168107,,,icd_first_occurrence-132128-both_sexes--
Gamma glutamyltransferase,30730,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268411,,0.627240378363118,0.00580318137420253,,,continuous-30730-both_sexes--irnt
"E87 Other disorders of fluid, electrolyte and acid-base balance",130828,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,6364,275221,0.627993265170264,-0.0414067395348595,,,icd_first_occurrence-130828-both_sexes--
H00 Hordeolum and chalazion,131128,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,7083,274502,0.628624697834634,-0.0411288217532958,,,icd_first_occurrence-131128-both_sexes--
Phosphate,30810,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,245839,,0.628847613775828,0.006271743089928,,,continuous-30810-both_sexes--irnt
Longest period of unenthusiasm / disinterest,5375,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,27772,,0.628867725718825,-0.013385984687838,,,continuous-5375-both_sexes--irnt
H92 Otalgia and effusion of ear,131262,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,9442,272143,0.629261547206103,0.0185871422985334,,,icd_first_occurrence-131262-both_sexes--
Pulse rate,4194,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101696,,0.632763052899706,-0.00929318974864903,,,continuous-4194-both_sexes--irnt
Y98.2 Radiology of two body areas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6348,275238,0.633470715474135,-0.0411681558470571,,,categorical-41210-both_sexes-Y982-
J32 Chronic sinusitis,131468,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,7362,274223,0.633814483886228,-0.0410908789410112,,,icd_first_occurrence-131468-both_sexes--
Vitamin E,100025,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.634633658481421,-0.00537447089588919,,,continuous-100025-both_sexes--irnt
Eczema/dermatitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,7148,274395,0.637917169966414,-0.041065930704396,,,categorical-20002-both_sexes-1452-
K92 Other diseases of digestive system,131692,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,9256,272329,0.638367359600435,0.0136051930969583,,,icd_first_occurrence-131692-both_sexes--
Food weight,100001,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.638506176747214,-0.0106130201330439,,,continuous-100001-both_sexes--irnt
H02 Other disorders of eyelid,131132,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,6422,275163,0.638630342882853,-0.0411813007250267,,,icd_first_occurrence-131132-both_sexes--
Chest pain or discomfort,2335,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain,,44062,234558,0.640158863073473,-0.017961895813262,,,categorical-2335-both_sexes--
Neutrophill count,30140,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273110,,0.640813120813928,-0.00627158394283806,,,continuous-30140-both_sexes--irnt
H83 Other diseases of inner ear,131256,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,6755,274830,0.644018979852478,-0.0411084085368904,,,icd_first_occurrence-131256-both_sexes--
M54 Dorsalgia,131928,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,39838,241747,0.645379238060491,-0.0178271573707994,,,icd_first_occurrence-131928-both_sexes--
Co-codamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,6582,274961,0.646149612213848,-0.0411696230224559,,,categorical-20003-both_sexes-1140923346-
Monocyte percentage,30190,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.646336291354061,0.00602567332733807,,,continuous-30190-both_sexes--irnt
I95 Hypotension,131416,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5818,275767,0.646415603907722,-0.0413182253701158,,,icd_first_occurrence-131416-both_sexes--
Frequency of memory loss due to drinking alcohol in last year,20408,continuous,,Online follow-up > Mental health > Alcohol use,,51455,,0.64835426333643,0.00240727382471826,,,continuous-20408-both_sexes--
H43 Disorders of vitreous body,131190,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,5758,275827,0.648648393782354,-0.0412329761118872,,,icd_first_occurrence-131190-both_sexes--
"F43 Reaction to severe stress, and adjustment disorders",130910,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,8334,273251,0.649179206785385,-0.0411431268992144,,,icd_first_occurrence-130910-both_sexes--
A65.1 Carpal tunnel release,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6304,275282,0.650130089072598,-0.0411317387848427,,,categorical-41200-both_sexes-A651-
Z27.6 Ileum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6375,275211,0.65038689228307,-0.0410219256669148,,,categorical-41210-both_sexes-Z276-
H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6366,275220,0.651363601410546,-0.0409997422627038,,,categorical-41200-both_sexes-H251-
Age hayfever or allergic rhinitis diagnosed by doctor,22146,continuous,,Online follow-up > Work environment > Medical information,,16495,,0.651519955827387,0.0144390238656211,,,continuous-22146-both_sexes--irnt
K62 Other diseases of anus and rectum,131646,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,22314,259271,0.651894910418324,-0.0186102154418064,,,icd_first_occurrence-131646-both_sexes--
K21 Gastro-oesophageal reflux disease,131584,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,34603,246982,0.652278815429851,-0.0127926511327524,,,icd_first_occurrence-131584-both_sexes--
O80 Single spontaneous delivery,132276,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,8622,144725,0.652397246771273,-0.042171042588468,,,icd_first_occurrence-132276-both_sexes--
K63.3 Angiocardiography of left side of heart NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5383,276203,0.655730896219015,-0.0416654942950783,,,categorical-41200-both_sexes-K633-
M15 Polyarthrosis,131868,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5968,275617,0.658186086860886,-0.0412384275069731,,,icd_first_occurrence-131868-both_sexes--
M67 Other disorders of synovium and tendon,131942,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,6536,275049,0.659252594773583,-0.0409882541989301,,,icd_first_occurrence-131942-both_sexes--
Arthroscopy nos,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,6225,275318,0.659788027476803,-0.0410304013907047,,,categorical-20004-both_sexes-1493-
Irritable bowel syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,6678,274865,0.660267340482942,-0.041079487228709,,,categorical-20002-both_sexes-1154-
Heart attack/myocardial infarction,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,5696,275847,0.660273407347901,0.02159028834988,,,categorical-20002-both_sexes-1075-
H20.1 Fibreoptic endoscopic snare resection of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5941,275645,0.660591275871639,-0.0412785877343581,,,categorical-41200-both_sexes-H201-
H53 Visual disturbances,131210,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,5860,275725,0.661837523256693,-0.0410402881723025,,,icd_first_occurrence-131210-both_sexes--
W40.1 Primary total prosthetic replacement of knee joint using cement,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5587,275999,0.662250945406047,-0.0414063861629819,,,categorical-41200-both_sexes-W401-
"J11 Influenza, virus not identified",131442,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,6143,275442,0.663932807367637,-0.040993557321527,,,icd_first_occurrence-131442-both_sexes--
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,5753,275171,0.666038438682258,0.021014061788956,,,categorical-6150-both_sexes-1-
Cancer diagnosed by doctor,2453,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,21927,258643,0.666319660555229,-0.0212314012928276,,,categorical-2453-both_sexes--
Part of a multiple birth,1777,categorical,,UK Biobank Assessment Centre > Touchscreen > Early life factors,,6252,270894,0.668937876871846,-0.0409160301471773,,,categorical-1777-both_sexes--
L50 Urticaria,131754,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,6252,275333,0.669274484109283,-0.0409899357420837,,,icd_first_occurrence-131754-both_sexes--
Osteoporosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4556,276987,0.669601506829003,-0.0415970739422668,,,categorical-20002-both_sexes-1309-
Retinol,100018,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,42615,,0.670055712734605,-0.00611381853285566,,,continuous-100018-both_sexes--irnt
Red blood cell (erythrocyte) count,30010,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.670743072080798,0.00497637120753493,,,continuous-30010-both_sexes--irnt
B37 Candidiasis,130230,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,5314,276271,0.671507367858318,-0.0410889807799898,,,icd_first_occurrence-130230-both_sexes--
B34 Viral infection of unspecified site,130224,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,6347,275238,0.672959206032383,-0.040927619732509,,,icd_first_occurrence-130224-both_sexes--
Diclofenac,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,5795,275748,0.674245107700563,-0.0409590934461877,,,categorical-20003-both_sexes-1140884488-
S06.9 Unspecified other excision of lesion of skin,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,11861,269725,0.674559742088678,0.00363109009057207,,,categorical-41200-both_sexes-S069-
"Medication for cholesterol, blood pressure or diabetes",6177,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,31371,95664,0.675634175133518,0.0215408297733174,,,categorical-6177-both_sexes-2-
Recent changes in speed/amount of moving or speaking,20518,continuous,,Online follow-up > Mental health > Depression,,93185,,0.675987796191707,-0.00324805280699147,,,continuous-20518-both_sexes--
Y80.9 Unspecified general anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4803,276783,0.676641043154734,-0.0411422559835518,,,categorical-41210-both_sexes-Y809-
N17 Acute renal failure,132030,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5015,276570,0.677416147163644,-0.0414267258941379,,,icd_first_occurrence-132030-both_sexes--
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,28570,251824,0.67988852180744,0.0202215217756722,,,categorical-20116-both_sexes-2-
Z28.4 Transverse colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5559,276027,0.681603799096716,-0.0409773674221809,,,categorical-41210-both_sexes-Z284-
L21 Seborrhoeic dermatitis,131722,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,5792,275793,0.681909629030648,-0.040927179345762,,,icd_first_occurrence-131722-both_sexes--
Hysterectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,28487,124841,0.682767805844065,0.0150653125010282,,,categorical-20004-both_sexes-1357-
Endoscopy / gastroscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5625,275918,0.682922231074642,-0.0409230102422635,,,categorical-20004-both_sexes-1517-
Seating box height,3077,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.682990874586169,-0.00443604571245804,,,continuous-3077-both_sexes--
Foot surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5519,276024,0.683027149190859,-0.0408930251328217,,,categorical-20004-both_sexes-1494-
